/begin_header 
/IOPs FlowThrough System onboard R/V Gaia Blu 
/DATE  = YYYYMMDD 
/TIME  = decimal hours [hh.decimals] 
/LAT   = degrees north [deg.decimals] 
/LON   = degrees east [deg.decimals] 
/FLOWIN = intake seawater flow (L/min) 
/FLOWOUT = outtake seawater flow (L/min) 
/TEMP1 = Seawater temperature laboratory  (Celsius degrees) [from TS sensor] 
/TEMP2 = Seawater temperature environment (Celsius degrees) [from TS sensor] 
/SAL = Seawater salinity ACS intake (psu) 
/C_???.? = Attenuation coefficient at lambda ???.?nm 
/A_???.? = Absorption  coefficient at lambda ???.?nm 
/INT_TEMP = ACs internal temperature (Celsius degrees) 
/EXT_TEMP = ACs external temperature (Celsius degrees) 
/TOT_DIS = Flag for acquisition mode (0 = total, 1 = dissolved) 
/end_header@
DATE,TIME,GPS_TIME,LAT,LON,FLOWIN,FLOWOUT,TEMP1,TEMP2,SAL,C_400.5,C_402.6,C_404.8,C_406.8,C_408.5,C_410.9,C_413.7,C_417.4,C_422.4,C_427.2,C_432.0,C_435.9,C_440.0,C_443.7,C_448.1,C_452.2,C_456.6,C_460.4,C_464.8,C_469.1,C_474.1,C_478.7,C_483.6,C_487.8,C_492.3,C_496.5,C_500.8,C_505.7,C_510.0,C_515.2,C_519.6,C_524.4,C_528.4,C_532.7,C_536.5,C_541.1,C_545.1,C_549.7,C_553.8,C_558.7,C_562.8,C_567.3,C_571.3,C_575.6,C_579.7,C_583.9,C_588.1,C_592.5,C_597.1,C_601.8,C_606.1,C_611.2,C_615.5,C_620.4,C_624.4,C_629.0,C_632.9,C_637.5,C_641.5,C_646.1,C_650.6,C_654.9,C_659.5,C_663.7,C_668.0,C_672.4,C_676.3,C_680.6,C_684.3,C_688.2,C_691.8,C_695.7,C_699.2,C_702.9,C_706.3,C_710.4,C_713.7,C_717.7,C_720.6,C_724.0,C_728.0,C_731.1,C_734.6,C_738.0,C_740.7,A_401.4,A_403.5,A_405.7,A_407.6,A_409.6,A_412.1,A_415.3,A_419.4,A_424.6,A_429.5,A_433.8,A_437.7,A_441.6,A_445.3,A_449.7,A_453.9,A_458.2,A_462.2,A_466.2,A_471.0,A_475.7,A_480.3,A_485.0,A_489.4,A_493.5,A_497.9,A_502.4,A_506.9,A_511.6,A_516.3,A_521.0,A_525.3,A_529.4,A_533.5,A_537.7,A_542.0,A_546.1,A_550.7,A_554.8,A_559.6,A_563.7,A_568.3,A_569.3,A_573.4,A_577.5,A_581.7,A_585.6,A_590.1,A_594.4,A_599.1,A_603.3,A_608.2,A_612.3,A_617.4,A_621.5,A_626.0,A_630.0,A_634.7,A_638.7,A_643.1,A_647.3,A_652.2,A_656.2,A_660.9,A_665.0,A_669.3,A_673.4,A_677.8,A_681.4,A_685.6,A_689.2,A_692.9,A_696.5,A_700.4,A_703.8,A_707.8,A_711.2,A_714.5,A_717.9,A_721.7,A_724.5,A_728.6,A_731.8,A_735.4,A_738.3,INT_TEMP,EXT_TEMP,TOT_DIS
20250723,18.211667,2025-07-23T18:13:02,44.032275,10.036430,0.000000,0.000000,26.110300,26.783000,0.544700,0.763683,0.764345,0.767946,0.749532,0.741022,0.728065,0.715990,0.697398,0.683618,0.667139,0.655264,0.638604,0.628843,0.621484,0.608757,0.600191,0.590465,0.581548,0.571512,0.563333,0.554872,0.545100,0.538340,0.530538,0.522940,0.515446,0.508828,0.501076,0.492915,0.487132,0.479994,0.472923,0.467240,0.460631,0.453684,0.448242,0.442668,0.437150,0.431873,0.427299,0.422128,0.417575,0.412935,0.408444,0.403658,0.399364,0.395101,0.390492,0.387280,0.383931,0.380719,0.376841,0.373347,0.369289,0.364865,0.361418,0.357808,0.354078,0.349481,0.346633,0.343391,0.339611,0.337612,0.334761,0.331833,0.329572,0.324879,0.322175,0.317933,0.315032,0.312208,0.308711,0.304388,0.302287,0.300301,0.297410,0.297941,0.295554,0.297634,0.294807,0.294940,0.300926,0.300363,0.303971,0.311309,7.273262,7.348113,7.478187,7.580589,7.682373,7.735966,7.719771,7.616123,7.458655,7.304471,7.178728,7.117062,7.105406,7.100700,7.103576,7.101978,7.094102,7.079595,7.057597,7.031299,7.005472,6.972495,6.938437,6.910752,6.870678,6.831087,6.792512,6.751053,6.721065,6.684225,6.663952,6.637657,6.618324,6.602759,6.586321,6.571661,6.557518,6.537062,6.520867,6.501411,6.483570,6.466068,6.464409,6.444510,6.416227,6.393166,6.371645,6.353179,6.328289,6.306215,6.287670,6.271530,6.262543,6.246892,6.239196,6.233888,6.230943,6.225701,6.221860,6.212802,6.204208,6.194927,6.187901,6.168318,6.168615,6.166178,6.158074,6.150601,6.143603,6.135726,6.115834,6.110929,6.082464,6.066360,6.044871,6.027020,5.995575,5.957035,5.925821,5.892501,5.851517,5.812776,5.764450,5.699009,5.652183,25.139610,26.704142,1
20250723,18.211667,2025-07-23T18:13:02,44.032275,10.036430,0.000000,0.000000,26.110300,26.783000,0.544700,0.763683,0.764345,0.767946,0.749532,0.741022,0.728065,0.715990,0.697398,0.683618,0.667139,0.655264,0.638604,0.628843,0.621484,0.608757,0.600191,0.590465,0.581548,0.571512,0.563333,0.554872,0.545100,0.538340,0.530538,0.522940,0.515446,0.508828,0.501076,0.492915,0.487132,0.479994,0.472923,0.467240,0.460631,0.453684,0.448242,0.442668,0.437150,0.431873,0.427299,0.422128,0.417575,0.412935,0.408444,0.403658,0.399364,0.395101,0.390492,0.387280,0.383931,0.380719,0.376841,0.373347,0.369289,0.364865,0.361418,0.357808,0.354078,0.349481,0.346633,0.343391,0.339611,0.337612,0.334761,0.331833,0.329572,0.324879,0.322175,0.317933,0.315032,0.312208,0.308711,0.304388,0.302287,0.300301,0.297410,0.297941,0.295554,0.297634,0.294807,0.294940,0.300926,0.300363,0.303971,0.311309,7.273262,7.348113,7.478187,7.580589,7.682373,7.735966,7.719771,7.616123,7.458655,7.304471,7.178728,7.117062,7.105406,7.100700,7.103576,7.101978,7.094102,7.079595,7.057597,7.031299,7.005472,6.972495,6.938437,6.910752,6.870678,6.831087,6.792512,6.751053,6.721065,6.684225,6.663952,6.637657,6.618324,6.602759,6.586321,6.571661,6.557518,6.537062,6.520867,6.501411,6.483570,6.466068,6.464409,6.444510,6.416227,6.393166,6.371645,6.353179,6.328289,6.306215,6.287670,6.271530,6.262543,6.246892,6.239196,6.233888,6.230943,6.225701,6.221860,6.212802,6.204208,6.194927,6.187901,6.168318,6.168615,6.166178,6.158074,6.150601,6.143603,6.135726,6.115834,6.110929,6.082464,6.066360,6.044871,6.027020,5.995575,5.957035,5.925821,5.892501,5.851517,5.812776,5.764450,5.699009,5.652183,25.139610,26.704142,1
20250723,18.212778,2025-07-23T18:13:06,44.032275,10.036430,0.000000,0.000000,26.109800,26.783400,0.545000,0.798004,0.806720,0.789487,0.785672,0.774339,0.759939,0.745593,0.730338,0.720305,0.706166,0.695994,0.682797,0.676590,0.665456,0.656348,0.647210,0.637999,0.628843,0.619655,0.612251,0.603696,0.596037,0.589833,0.582272,0.576148,0.570159,0.564123,0.557447,0.552974,0.546860,0.540310,0.535804,0.528968,0.523427,0.517196,0.512321,0.507209,0.500910,0.497669,0.493263,0.488288,0.485162,0.616392,0.611587,0.607241,0.602254,0.597366,0.593410,0.588707,0.585021,0.581575,0.577592,0.573706,0.569557,0.565505,0.561048,0.557484,0.553773,0.548323,0.544175,0.541118,0.536132,0.533044,0.528735,0.525666,0.522505,0.516724,0.512780,0.507232,0.504319,0.499668,0.494435,0.488974,0.485630,0.482425,0.478023,0.477742,0.472202,0.472741,0.470811,0.467503,0.471958,0.471413,0.475337,0.478006,0.121907,0.120990,0.121964,0.122135,0.122107,0.123559,0.123192,0.123369,0.123127,0.120718,0.119538,0.117533,0.115059,0.111956,0.109117,0.106767,0.104587,0.101474,0.098660,0.096270,0.093488,0.091072,0.089195,0.086794,0.083559,0.081686,0.079379,0.077657,0.075143,0.074027,0.071832,0.069868,0.067985,0.066208,0.064450,0.062921,0.061525,0.059850,0.058344,0.057151,0.056318,0.054860,0.054687,0.054279,0.053103,0.052731,0.052168,0.051553,0.051035,0.051008,0.050648,0.050575,0.049767,0.048991,0.047894,0.046632,0.045572,0.044711,0.043474,0.042929,0.041950,0.041376,0.041354,0.040702,0.041770,0.040988,0.040318,0.038835,0.037340,0.035373,0.034413,0.033504,0.032227,0.030902,0.030901,0.032082,0.031820,0.034389,0.036036,0.037923,0.041882,0.043366,0.049376,0.055351,0.059642,25.150069,26.713492,1
20250723,18.212778,2025-07-23T18:13:06,44.032275,10.036430,0.000000,0.000000,26.109800,26.783400,0.545000,0.798004,0.806720,0.789487,0.785672,0.774339,0.759939,0.745593,0.730338,0.720305,0.706166,0.695994,0.682797,0.676590,0.665456,0.656348,0.647210,0.637999,0.628843,0.619655,0.612251,0.603696,0.596037,0.589833,0.582272,0.576148,0.570159,0.564123,0.557447,0.552974,0.546860,0.540310,0.535804,0.528968,0.523427,0.517196,0.512321,0.507209,0.500910,0.497669,0.493263,0.488288,0.485162,0.616392,0.611587,0.607241,0.602254,0.597366,0.593410,0.588707,0.585021,0.581575,0.577592,0.573706,0.569557,0.565505,0.561048,0.557484,0.553773,0.548323,0.544175,0.541118,0.536132,0.533044,0.528735,0.525666,0.522505,0.516724,0.512780,0.507232,0.504319,0.499668,0.494435,0.488974,0.485630,0.482425,0.478023,0.477742,0.472202,0.472741,0.470811,0.467503,0.471958,0.471413,0.475337,0.478006,0.121907,0.120990,0.121964,0.122135,0.122107,0.123559,0.123192,0.123369,0.123127,0.120718,0.119538,0.117533,0.115059,0.111956,0.109117,0.106767,0.104587,0.101474,0.098660,0.096270,0.093488,0.091072,0.089195,0.086794,0.083559,0.081686,0.079379,0.077657,0.075143,0.074027,0.071832,0.069868,0.067985,0.066208,0.064450,0.062921,0.061525,0.059850,0.058344,0.057151,0.056318,0.054860,0.054687,0.054279,0.053103,0.052731,0.052168,0.051553,0.051035,0.051008,0.050648,0.050575,0.049767,0.048991,0.047894,0.046632,0.045572,0.044711,0.043474,0.042929,0.041950,0.041376,0.041354,0.040702,0.041770,0.040988,0.040318,0.038835,0.037340,0.035373,0.034413,0.033504,0.032227,0.030902,0.030901,0.032082,0.031820,0.034389,0.036036,0.037923,0.041882,0.043366,0.049376,0.055351,0.059642,25.150069,26.713492,1
20250723,18.213889,2025-07-23T18:13:10,44.032275,10.036430,0.000000,0.000000,26.109100,26.783000,0.544700,0.937832,0.952825,0.944280,0.933921,0.926772,0.911629,0.900881,0.885589,0.877880,0.864936,0.854493,0.838177,0.826486,0.812618,0.798336,0.785141,0.772459,0.759744,0.747223,0.737000,0.724608,0.714088,0.704074,0.693855,0.683921,0.675094,0.665424,0.655709,0.647127,0.638066,0.628538,0.620638,0.611365,0.602993,0.594607,0.587243,0.579879,0.573187,0.567596,0.560639,0.555290,0.550700,0.544516,0.539441,0.534201,0.529055,0.523958,0.519857,0.514079,0.510325,0.506250,0.502167,0.496273,0.492232,0.488178,0.483325,0.479100,0.474898,0.469925,0.466123,0.462088,0.457485,0.454335,0.451336,0.448131,0.444786,0.440832,0.435824,0.432045,0.428026,0.425494,0.420620,0.415924,0.412541,0.412186,0.407582,0.406412,0.405219,0.403928,0.406342,0.401175,0.404078,0.409539,0.412377,0.413944,0.447773,0.443892,0.439268,0.433730,0.429047,0.422822,0.415181,0.404992,0.393965,0.381136,0.369596,0.359460,0.350288,0.341770,0.334674,0.327326,0.320485,0.313531,0.306166,0.299770,0.292946,0.286897,0.281132,0.274820,0.268702,0.262327,0.256050,0.250510,0.244933,0.239721,0.234733,0.229869,0.225625,0.221221,0.216908,0.212861,0.209522,0.205318,0.202111,0.198584,0.195790,0.192638,0.190678,0.188195,0.185799,0.183678,0.182106,0.179107,0.178013,0.176091,0.174744,0.173262,0.171965,0.169637,0.168244,0.165180,0.163186,0.161046,0.159269,0.157197,0.155997,0.154636,0.153378,0.152586,0.152305,0.151392,0.149821,0.147487,0.145528,0.143146,0.140853,0.138425,0.136956,0.135699,0.135240,0.134801,0.134461,0.137016,0.137760,0.138218,0.141427,0.143225,0.148097,0.151981,0.156029,25.135425,26.715051,1
20250723,18.213889,2025-07-23T18:13:10,44.032275,10.036430,0.000000,0.000000,26.109100,26.783000,0.544700,0.937832,0.952825,0.944280,0.933921,0.926772,0.911629,0.900881,0.885589,0.877880,0.864936,0.854493,0.838177,0.826486,0.812618,0.798336,0.785141,0.772459,0.759744,0.747223,0.737000,0.724608,0.714088,0.704074,0.693855,0.683921,0.675094,0.665424,0.655709,0.647127,0.638066,0.628538,0.620638,0.611365,0.602993,0.594607,0.587243,0.579879,0.573187,0.567596,0.560639,0.555290,0.550700,0.544516,0.539441,0.534201,0.529055,0.523958,0.519857,0.514079,0.510325,0.506250,0.502167,0.496273,0.492232,0.488178,0.483325,0.479100,0.474898,0.469925,0.466123,0.462088,0.457485,0.454335,0.451336,0.448131,0.444786,0.440832,0.435824,0.432045,0.428026,0.425494,0.420620,0.415924,0.412541,0.412186,0.407582,0.406412,0.405219,0.403928,0.406342,0.401175,0.404078,0.409539,0.412377,0.413944,0.447773,0.443892,0.439268,0.433730,0.429047,0.422822,0.415181,0.404992,0.393965,0.381136,0.369596,0.359460,0.350288,0.341770,0.334674,0.327326,0.320485,0.313531,0.306166,0.299770,0.292946,0.286897,0.281132,0.274820,0.268702,0.262327,0.256050,0.250510,0.244933,0.239721,0.234733,0.229869,0.225625,0.221221,0.216908,0.212861,0.209522,0.205318,0.202111,0.198584,0.195790,0.192638,0.190678,0.188195,0.185799,0.183678,0.182106,0.179107,0.178013,0.176091,0.174744,0.173262,0.171965,0.169637,0.168244,0.165180,0.163186,0.161046,0.159269,0.157197,0.155997,0.154636,0.153378,0.152586,0.152305,0.151392,0.149821,0.147487,0.145528,0.143146,0.140853,0.138425,0.136956,0.135699,0.135240,0.134801,0.134461,0.137016,0.137760,0.138218,0.141427,0.143225,0.148097,0.151981,0.156029,25.135425,26.715051,1
20250723,18.215000,2025-07-23T18:13:14,44.032275,10.036430,0.000000,0.000000,26.108800,26.783200,0.545300,0.823094,0.830909,0.829295,0.809769,0.800598,0.785317,0.772039,0.755397,0.740520,0.726478,0.717864,0.700852,0.691461,0.684067,0.670932,0.662067,0.652257,0.642215,0.633077,0.624000,0.615884,0.606139,0.599762,0.592988,0.584625,0.577860,0.571142,0.564296,0.557220,0.551044,0.544994,0.537453,0.531610,0.524884,0.518137,0.512461,0.506582,0.500826,0.495253,0.490742,0.485940,0.480865,0.475417,0.470890,0.466843,0.462274,0.458504,0.453518,0.450486,0.446853,0.443805,0.440293,0.435657,0.432473,0.428381,0.424364,0.420458,0.416427,0.412474,0.408369,0.405428,0.401670,0.399011,0.396074,0.393880,0.389333,0.386121,0.382634,0.378033,0.376314,0.371294,0.369256,0.365022,0.362113,0.358233,0.359346,0.353081,0.356608,0.356070,0.352484,0.355257,0.353305,0.360850,0.366079,0.368979,0.249281,0.251025,0.253489,0.254960,0.257114,0.258538,0.256327,0.252857,0.246689,0.239497,0.233724,0.227838,0.223307,0.219799,0.216165,0.212428,0.208986,0.204457,0.200377,0.195928,0.191954,0.188624,0.185120,0.181465,0.177484,0.172956,0.169872,0.166312,0.162554,0.160153,0.156993,0.153840,0.151352,0.148089,0.145947,0.143429,0.140999,0.138391,0.136117,0.133497,0.132005,0.129589,0.135561,0.133910,0.132091,0.130620,0.128984,0.127735,0.126623,0.125522,0.124754,0.123885,0.123427,0.121470,0.120139,0.118946,0.116844,0.115145,0.113644,0.112263,0.111249,0.110329,0.109624,0.109175,0.108819,0.108731,0.107689,0.105742,0.103270,0.100765,0.098910,0.097366,0.095739,0.094022,0.094023,0.093202,0.095634,0.095469,0.098086,0.100359,0.100444,0.105947,0.109324,0.113521,0.121530,25.133333,26.718168,1
20250723,18.215000,2025-07-23T18:13:14,44.032275,10.036430,0.000000,0.000000,26.108800,26.783200,0.545300,0.823094,0.830909,0.829295,0.809769,0.800598,0.785317,0.772039,0.755397,0.740520,0.726478,0.717864,0.700852,0.691461,0.684067,0.670932,0.662067,0.652257,0.642215,0.633077,0.624000,0.615884,0.606139,0.599762,0.592988,0.584625,0.577860,0.571142,0.564296,0.557220,0.551044,0.544994,0.537453,0.531610,0.524884,0.518137,0.512461,0.506582,0.500826,0.495253,0.490742,0.485940,0.480865,0.475417,0.470890,0.466843,0.462274,0.458504,0.453518,0.450486,0.446853,0.443805,0.440293,0.435657,0.432473,0.428381,0.424364,0.420458,0.416427,0.412474,0.408369,0.405428,0.401670,0.399011,0.396074,0.393880,0.389333,0.386121,0.382634,0.378033,0.376314,0.371294,0.369256,0.365022,0.362113,0.358233,0.359346,0.353081,0.356608,0.356070,0.352484,0.355257,0.353305,0.360850,0.366079,0.368979,0.249281,0.251025,0.253489,0.254960,0.257114,0.258538,0.256327,0.252857,0.246689,0.239497,0.233724,0.227838,0.223307,0.219799,0.216165,0.212428,0.208986,0.204457,0.200377,0.195928,0.191954,0.188624,0.185120,0.181465,0.177484,0.172956,0.169872,0.166312,0.162554,0.160153,0.156993,0.153840,0.151352,0.148089,0.145947,0.143429,0.140999,0.138391,0.136117,0.133497,0.132005,0.129589,0.135561,0.133910,0.132091,0.130620,0.128984,0.127735,0.126623,0.125522,0.124754,0.123885,0.123427,0.121470,0.120139,0.118946,0.116844,0.115145,0.113644,0.112263,0.111249,0.110329,0.109624,0.109175,0.108819,0.108731,0.107689,0.105742,0.103270,0.100765,0.098910,0.097366,0.095739,0.094022,0.094023,0.093202,0.095634,0.095469,0.098086,0.100359,0.100444,0.105947,0.109324,0.113521,0.121530,25.133333,26.718168,1
20250723,18.216111,2025-07-23T18:13:18,44.032275,10.036430,0.000000,0.000000,26.108600,26.783000,0.544900,0.810627,0.803787,0.814848,0.797072,0.785799,0.773881,0.760592,0.743414,0.724767,0.708243,0.694073,0.678588,0.664390,0.658087,0.644295,0.635114,0.624886,0.615109,0.605394,0.595198,0.586869,0.577155,0.568092,0.560772,0.551734,0.544606,0.536289,0.529598,0.520509,0.514601,0.507544,0.499145,0.493773,0.486352,0.480106,0.473550,0.467761,0.462344,0.456930,0.452204,0.447103,0.441482,0.436923,0.432098,0.427792,0.423188,0.418706,0.414123,0.409811,0.407136,0.403639,0.400116,0.396144,0.392047,0.387974,0.384215,0.380288,0.376741,0.373006,0.368897,0.366398,0.363224,0.359462,0.357771,0.354019,0.351435,0.348128,0.344455,0.339943,0.337522,0.334381,0.330688,0.326811,0.324861,0.322288,0.321278,0.317177,0.318674,0.318496,0.314590,0.317788,0.320515,0.321404,0.328341,0.326260,0.114147,0.114920,0.114245,0.114137,0.115016,0.114859,0.114455,0.113570,0.112130,0.110154,0.107292,0.103804,0.101590,0.098414,0.095951,0.093759,0.091340,0.088827,0.086113,0.082902,0.080369,0.078662,0.076644,0.074439,0.071975,0.069572,0.067653,0.065656,0.063198,0.061848,0.060203,0.058389,0.057221,0.055245,0.053585,0.052765,0.051429,0.049765,0.048942,0.047780,0.047394,0.045923,0.045652,0.044750,0.044390,0.043694,0.043132,0.042463,0.042141,0.042476,0.042631,0.042330,0.042230,0.041367,0.040402,0.039583,0.038443,0.037386,0.036684,0.035838,0.035326,0.034629,0.034958,0.034996,0.035316,0.034961,0.033929,0.032440,0.031708,0.030193,0.028332,0.027840,0.026375,0.026712,0.026195,0.026113,0.028475,0.029303,0.031731,0.036357,0.037922,0.042226,0.045857,0.051407,0.058370,25.135425,26.713492,1
20250723,18.216111,2025-07-23T18:13:18,44.032275,10.036430,0.000000,0.000000,26.108600,26.783000,0.544900,0.810627,0.803787,0.814848,0.797072,0.785799,0.773881,0.760592,0.743414,0.724767,0.708243,0.694073,0.678588,0.664390,0.658087,0.644295,0.635114,0.624886,0.615109,0.605394,0.595198,0.586869,0.577155,0.568092,0.560772,0.551734,0.544606,0.536289,0.529598,0.520509,0.514601,0.507544,0.499145,0.493773,0.486352,0.480106,0.473550,0.467761,0.462344,0.456930,0.452204,0.447103,0.441482,0.436923,0.432098,0.427792,0.423188,0.418706,0.414123,0.409811,0.407136,0.403639,0.400116,0.396144,0.392047,0.387974,0.384215,0.380288,0.376741,0.373006,0.368897,0.366398,0.363224,0.359462,0.357771,0.354019,0.351435,0.348128,0.344455,0.339943,0.337522,0.334381,0.330688,0.326811,0.324861,0.322288,0.321278,0.317177,0.318674,0.318496,0.314590,0.317788,0.320515,0.321404,0.328341,0.326260,0.114147,0.114920,0.114245,0.114137,0.115016,0.114859,0.114455,0.113570,0.112130,0.110154,0.107292,0.103804,0.101590,0.098414,0.095951,0.093759,0.091340,0.088827,0.086113,0.082902,0.080369,0.078662,0.076644,0.074439,0.071975,0.069572,0.067653,0.065656,0.063198,0.061848,0.060203,0.058389,0.057221,0.055245,0.053585,0.052765,0.051429,0.049765,0.048942,0.047780,0.047394,0.045923,0.045652,0.044750,0.044390,0.043694,0.043132,0.042463,0.042141,0.042476,0.042631,0.042330,0.042230,0.041367,0.040402,0.039583,0.038443,0.037386,0.036684,0.035838,0.035326,0.034629,0.034958,0.034996,0.035316,0.034961,0.033929,0.032440,0.031708,0.030193,0.028332,0.027840,0.026375,0.026712,0.026195,0.026113,0.028475,0.029303,0.031731,0.036357,0.037922,0.042226,0.045857,0.051407,0.058370,25.135425,26.713492,1
20250723,18.217222,2025-07-23T18:13:22,44.032275,10.036430,0.000000,0.000000,26.108000,26.782700,0.543600,0.805777,0.804331,0.803968,0.794528,0.782566,0.770130,0.757648,0.739450,0.722566,0.705960,0.692007,0.677859,0.665421,0.655817,0.644670,0.634436,0.624644,0.613616,0.604697,0.593786,0.585434,0.576783,0.567724,0.559817,0.551737,0.543633,0.536119,0.529039,0.520683,0.513195,0.507163,0.499802,0.492979,0.486828,0.479728,0.474272,0.468122,0.462341,0.457337,0.451950,0.447042,0.442147,0.437082,0.432033,0.427920,0.423543,0.418866,0.414572,0.411045,0.407233,0.403862,0.400671,0.396418,0.392469,0.388570,0.384780,0.381273,0.377222,0.373215,0.369487,0.366686,0.363318,0.360145,0.357947,0.355164,0.351236,0.348170,0.344968,0.339254,0.338893,0.334480,0.331020,0.326759,0.324910,0.322784,0.320360,0.319893,0.317154,0.316874,0.318282,0.315136,0.322041,0.319707,0.330209,0.326354,0.111855,0.113840,0.113673,0.112672,0.112577,0.113095,0.112168,0.111231,0.109138,0.106229,0.103988,0.100036,0.097237,0.094327,0.091519,0.088749,0.085893,0.083017,0.081126,0.078224,0.075268,0.073215,0.070871,0.068846,0.066554,0.063796,0.062104,0.060075,0.057619,0.055771,0.053872,0.052324,0.050737,0.049225,0.047796,0.046679,0.044956,0.043611,0.042931,0.041240,0.040613,0.040036,0.039002,0.038330,0.037609,0.036491,0.036997,0.035959,0.035775,0.036124,0.036284,0.035775,0.035330,0.035007,0.033630,0.032824,0.031493,0.031165,0.030357,0.029058,0.028701,0.028482,0.028180,0.028106,0.028305,0.027639,0.027727,0.026061,0.024679,0.022986,0.021942,0.020652,0.019653,0.018976,0.019331,0.019847,0.021809,0.023068,0.025458,0.029248,0.030608,0.035218,0.040217,0.045472,0.049813,25.127056,26.710376,1
20250723,18.217222,2025-07-23T18:13:22,44.032275,10.036430,0.000000,0.000000,26.108000,26.782700,0.543600,0.805777,0.804331,0.803968,0.794528,0.782566,0.770130,0.757648,0.739450,0.722566,0.705960,0.692007,0.677859,0.665421,0.655817,0.644670,0.634436,0.624644,0.613616,0.604697,0.593786,0.585434,0.576783,0.567724,0.559817,0.551737,0.543633,0.536119,0.529039,0.520683,0.513195,0.507163,0.499802,0.492979,0.486828,0.479728,0.474272,0.468122,0.462341,0.457337,0.451950,0.447042,0.442147,0.437082,0.432033,0.427920,0.423543,0.418866,0.414572,0.411045,0.407233,0.403862,0.400671,0.396418,0.392469,0.388570,0.384780,0.381273,0.377222,0.373215,0.369487,0.366686,0.363318,0.360145,0.357947,0.355164,0.351236,0.348170,0.344968,0.339254,0.338893,0.334480,0.331020,0.326759,0.324910,0.322784,0.320360,0.319893,0.317154,0.316874,0.318282,0.315136,0.322041,0.319707,0.330209,0.326354,0.111855,0.113840,0.113673,0.112672,0.112577,0.113095,0.112168,0.111231,0.109138,0.106229,0.103988,0.100036,0.097237,0.094327,0.091519,0.088749,0.085893,0.083017,0.081126,0.078224,0.075268,0.073215,0.070871,0.068846,0.066554,0.063796,0.062104,0.060075,0.057619,0.055771,0.053872,0.052324,0.050737,0.049225,0.047796,0.046679,0.044956,0.043611,0.042931,0.041240,0.040613,0.040036,0.039002,0.038330,0.037609,0.036491,0.036997,0.035959,0.035775,0.036124,0.036284,0.035775,0.035330,0.035007,0.033630,0.032824,0.031493,0.031165,0.030357,0.029058,0.028701,0.028482,0.028180,0.028106,0.028305,0.027639,0.027727,0.026061,0.024679,0.022986,0.021942,0.020652,0.019653,0.018976,0.019331,0.019847,0.021809,0.023068,0.025458,0.029248,0.030608,0.035218,0.040217,0.045472,0.049813,25.127056,26.710376,1
20250723,18.218333,2025-07-23T18:13:26,44.032275,10.036430,0.000000,0.000000,26.109100,26.782900,0.545100,0.802449,0.790656,0.804446,0.787121,0.776677,0.765222,0.751994,0.736287,0.718167,0.702017,0.689344,0.674385,0.660699,0.653401,0.640816,0.630965,0.620484,0.610826,0.600853,0.590862,0.581894,0.573697,0.564546,0.557163,0.549073,0.541747,0.533662,0.526994,0.518748,0.511465,0.505526,0.497727,0.491654,0.484997,0.478119,0.472430,0.466258,0.461138,0.455248,0.450741,0.446109,0.441105,0.435513,0.431421,0.426951,0.422574,0.418161,0.413613,0.410541,0.406420,0.403244,0.399879,0.395604,0.391661,0.387976,0.383680,0.380290,0.376261,0.372424,0.369242,0.365532,0.362363,0.359391,0.356704,0.355018,0.350382,0.347926,0.343672,0.340261,0.336846,0.334592,0.329409,0.326922,0.323953,0.322160,0.322417,0.317204,0.317132,0.318608,0.317239,0.317150,0.320661,0.321462,0.330477,0.329525,0.112989,0.112956,0.114745,0.113107,0.113371,0.113173,0.112533,0.111616,0.109564,0.106621,0.103570,0.100785,0.097312,0.094335,0.091191,0.089200,0.085961,0.083718,0.081003,0.077786,0.075595,0.073380,0.070783,0.068667,0.066358,0.064013,0.061729,0.060069,0.057258,0.056135,0.053878,0.051994,0.050923,0.048907,0.047659,0.046360,0.044821,0.043813,0.042561,0.041140,0.040080,0.039429,0.038373,0.037596,0.037193,0.036259,0.035920,0.035832,0.035959,0.035569,0.035736,0.035482,0.035096,0.034306,0.033606,0.032380,0.031409,0.030523,0.029849,0.028780,0.028383,0.028260,0.027851,0.027638,0.028469,0.027179,0.026717,0.025694,0.024090,0.023458,0.021279,0.020537,0.019526,0.018663,0.018844,0.019058,0.020976,0.021876,0.024374,0.028685,0.030041,0.034611,0.040724,0.043590,0.049385,25.152161,26.718168,1
