/begin_header 
/IOPs FlowThrough System onboard R/V Gaia Blu 
/DATE  = YYYYMMDD 
/TIME  = decimal hours [hh.decimals] 
/LAT   = degrees north [deg.decimals] 
/LON   = degrees east [deg.decimals] 
/FLOWIN = intake seawater flow (L/min) 
/FLOWOUT = outtake seawater flow (L/min) 
/TEMP1 = Seawater temperature laboratory  (Celsius degrees) [from TS sensor] 
/TEMP2 = Seawater temperature environment (Celsius degrees) [from TS sensor] 
/SAL = Seawater salinity ACS intake (psu) 
/C_???.? = Attenuation coefficient at lambda ???.?nm 
/A_???.? = Absorption  coefficient at lambda ???.?nm 
/INT_TEMP = ACs internal temperature (Celsius degrees) 
/EXT_TEMP = ACs external temperature (Celsius degrees) 
/TOT_DIS = Flag for acquisition mode (0 = total, 1 = dissolved) 
/end_header@
DATE,TIME,GPS_TIME,LAT,LON,FLOWIN,FLOWOUT,TEMP1,TEMP2,SAL,C_400.5,C_402.6,C_404.8,C_406.8,C_408.5,C_410.9,C_413.7,C_417.4,C_422.4,C_427.2,C_432.0,C_435.9,C_440.0,C_443.7,C_448.1,C_452.2,C_456.6,C_460.4,C_464.8,C_469.1,C_474.1,C_478.7,C_483.6,C_487.8,C_492.3,C_496.5,C_500.8,C_505.7,C_510.0,C_515.2,C_519.6,C_524.4,C_528.4,C_532.7,C_536.5,C_541.1,C_545.1,C_549.7,C_553.8,C_558.7,C_562.8,C_567.3,C_571.3,C_575.6,C_579.7,C_583.9,C_588.1,C_592.5,C_597.1,C_601.8,C_606.1,C_611.2,C_615.5,C_620.4,C_624.4,C_629.0,C_632.9,C_637.5,C_641.5,C_646.1,C_650.6,C_654.9,C_659.5,C_663.7,C_668.0,C_672.4,C_676.3,C_680.6,C_684.3,C_688.2,C_691.8,C_695.7,C_699.2,C_702.9,C_706.3,C_710.4,C_713.7,C_717.7,C_720.6,C_724.0,C_728.0,C_731.1,C_734.6,C_738.0,C_740.7,A_401.4,A_403.5,A_405.7,A_407.6,A_409.6,A_412.1,A_415.3,A_419.4,A_424.6,A_429.5,A_433.8,A_437.7,A_441.6,A_445.3,A_449.7,A_453.9,A_458.2,A_462.2,A_466.2,A_471.0,A_475.7,A_480.3,A_485.0,A_489.4,A_493.5,A_497.9,A_502.4,A_506.9,A_511.6,A_516.3,A_521.0,A_525.3,A_529.4,A_533.5,A_537.7,A_542.0,A_546.1,A_550.7,A_554.8,A_559.6,A_563.7,A_568.3,A_569.3,A_573.4,A_577.5,A_581.7,A_585.6,A_590.1,A_594.4,A_599.1,A_603.3,A_608.2,A_612.3,A_617.4,A_621.5,A_626.0,A_630.0,A_634.7,A_638.7,A_643.1,A_647.3,A_652.2,A_656.2,A_660.9,A_665.0,A_669.3,A_673.4,A_677.8,A_681.4,A_685.6,A_689.2,A_692.9,A_696.5,A_700.4,A_703.8,A_707.8,A_711.2,A_714.5,A_717.9,A_721.7,A_724.5,A_728.6,A_731.8,A_735.4,A_738.3,INT_TEMP,EXT_TEMP,TOT_DIS
20250723,18.181667,2025-07-23T18:11:14,44.032275,10.036429,0.000000,0.000000,26.116100,26.787100,0.544500,0.771911,0.757991,0.764850,0.750913,0.740350,0.727777,0.714540,0.698765,0.681980,0.666508,0.654223,0.638180,0.628052,0.620889,0.608442,0.599595,0.590161,0.581231,0.571849,0.562135,0.554704,0.546030,0.537797,0.530954,0.522196,0.514871,0.507465,0.500884,0.492806,0.486117,0.479675,0.473175,0.467194,0.460030,0.454231,0.448338,0.442576,0.436859,0.431548,0.426997,0.421756,0.417261,0.412265,0.407574,0.403599,0.398654,0.395136,0.390366,0.386270,0.383589,0.380132,0.376204,0.372383,0.368692,0.364540,0.361036,0.357006,0.353057,0.349666,0.346136,0.343005,0.338889,0.336680,0.334260,0.330799,0.328873,0.323739,0.320755,0.318075,0.313769,0.312467,0.307612,0.304643,0.301805,0.299756,0.297333,0.296461,0.296590,0.297085,0.295615,0.294771,0.299817,0.300558,0.303972,0.311710,7.251863,7.315160,7.442345,7.542153,7.643990,7.698867,7.670325,7.575017,7.421201,7.263062,7.136741,7.082435,7.068361,7.067996,7.068922,7.073151,7.066703,7.051472,7.033776,7.005587,6.977288,6.948056,6.917642,6.885059,6.853924,6.817122,6.780432,6.741450,6.705175,6.670426,6.647075,6.626643,6.607423,6.587563,6.572461,6.556509,6.539689,6.523916,6.506885,6.488632,6.469446,6.448603,6.420083,6.398737,6.372383,6.348420,6.326706,6.304445,6.280698,6.261388,6.240228,6.228054,6.215861,6.197701,6.192740,6.193314,6.184618,6.180893,6.174114,6.167819,6.156969,6.152051,6.143500,6.125747,6.123370,6.119982,6.118678,6.104871,6.096171,6.090675,6.072603,6.064014,6.047476,6.025589,6.004622,5.992961,5.953355,5.915503,5.880832,5.854328,5.811393,5.774177,5.709871,5.654885,5.623537,25.150069,26.735313,0
20250723,18.182778,2025-07-23T18:11:18,44.032275,10.036429,0.000000,0.000000,26.115500,26.786700,0.544700,0.772080,0.763415,0.759067,0.753634,0.740313,0.727553,0.713192,0.698646,0.682578,0.666517,0.651870,0.640945,0.627488,0.619513,0.609310,0.599230,0.590595,0.580750,0.571531,0.562473,0.553999,0.546037,0.538203,0.529781,0.522379,0.515289,0.507481,0.500901,0.493163,0.486153,0.479497,0.472382,0.466220,0.460532,0.453634,0.447861,0.441947,0.436834,0.432165,0.426053,0.421946,0.417040,0.412299,0.407319,0.403210,0.398722,0.394268,0.389633,0.386460,0.382747,0.379794,0.375870,0.372081,0.368034,0.364035,0.360235,0.356351,0.353270,0.348996,0.345483,0.342176,0.339088,0.336180,0.333304,0.331178,0.327721,0.322801,0.320665,0.317980,0.313868,0.310494,0.306667,0.303831,0.301041,0.298348,0.298175,0.294791,0.293564,0.295408,0.295530,0.293152,0.296495,0.300557,0.304005,0.305757,7.310305,7.374735,7.492546,7.594824,7.692306,7.752122,7.725114,7.634879,7.476645,7.312612,7.198263,7.134828,7.119207,7.124543,7.124030,7.126842,7.124348,7.112721,7.090132,7.058260,7.031792,7.005232,6.969561,6.939791,6.905521,6.865968,6.824984,6.789038,6.750692,6.719024,6.692892,6.672938,6.653018,6.633642,6.617989,6.602805,6.582627,6.566348,6.547576,6.528170,6.512500,6.493318,6.446543,6.425760,6.400786,6.376693,6.354002,6.332818,6.309633,6.285013,6.269418,6.253315,6.242300,6.228019,6.219462,6.216984,6.213803,6.208904,6.206811,6.197291,6.188351,6.178373,6.174703,6.153899,6.154563,6.155146,6.148843,6.136411,6.129302,6.120570,6.109678,6.099755,6.074718,6.049350,6.042961,6.015406,5.987092,5.953482,5.915615,5.875755,5.844282,5.794950,5.740221,5.699009,5.647645,25.154253,26.732195,0
20250723,18.182778,2025-07-23T18:11:18,44.032275,10.036429,0.000000,0.000000,26.115500,26.786700,0.544700,0.772080,0.763415,0.759067,0.753634,0.740313,0.727553,0.713192,0.698646,0.682578,0.666517,0.651870,0.640945,0.627488,0.619513,0.609310,0.599230,0.590595,0.580750,0.571531,0.562473,0.553999,0.546037,0.538203,0.529781,0.522379,0.515289,0.507481,0.500901,0.493163,0.486153,0.479497,0.472382,0.466220,0.460532,0.453634,0.447861,0.441947,0.436834,0.432165,0.426053,0.421946,0.417040,0.412299,0.407319,0.403210,0.398722,0.394268,0.389633,0.386460,0.382747,0.379794,0.375870,0.372081,0.368034,0.364035,0.360235,0.356351,0.353270,0.348996,0.345483,0.342176,0.339088,0.336180,0.333304,0.331178,0.327721,0.322801,0.320665,0.317980,0.313868,0.310494,0.306667,0.303831,0.301041,0.298348,0.298175,0.294791,0.293564,0.295408,0.295530,0.293152,0.296495,0.300557,0.304005,0.305757,7.310305,7.374735,7.492546,7.594824,7.692306,7.752122,7.725114,7.634879,7.476645,7.312612,7.198263,7.134828,7.119207,7.124543,7.124030,7.126842,7.124348,7.112721,7.090132,7.058260,7.031792,7.005232,6.969561,6.939791,6.905521,6.865968,6.824984,6.789038,6.750692,6.719024,6.692892,6.672938,6.653018,6.633642,6.617989,6.602805,6.582627,6.566348,6.547576,6.528170,6.512500,6.493318,6.446543,6.425760,6.400786,6.376693,6.354002,6.332818,6.309633,6.285013,6.269418,6.253315,6.242300,6.228019,6.219462,6.216984,6.213803,6.208904,6.206811,6.197291,6.188351,6.178373,6.174703,6.153899,6.154563,6.155146,6.148843,6.136411,6.129302,6.120570,6.109678,6.099755,6.074718,6.049350,6.042961,6.015406,5.987092,5.953482,5.915615,5.875755,5.844282,5.794950,5.740221,5.699009,5.647645,25.154253,26.732195,0
20250723,18.183889,2025-07-23T18:11:22,44.032275,10.036429,0.000000,0.000000,26.114700,26.786900,0.544900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
20250723,18.183889,2025-07-23T18:11:22,44.032275,10.036429,0.000000,0.000000,26.114700,26.786900,0.544900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
20250723,18.185000,2025-07-23T18:11:26,44.032275,10.036429,0.000000,0.000000,26.114800,26.786900,0.545500,0.767137,0.765213,0.768486,0.750745,0.743167,0.728949,0.716925,0.697817,0.682963,0.667490,0.655743,0.637688,0.630201,0.620448,0.608515,0.600072,0.590619,0.581564,0.572023,0.562320,0.555428,0.545494,0.538180,0.530975,0.522187,0.515095,0.507892,0.500160,0.492768,0.486994,0.479053,0.472487,0.466844,0.459891,0.453927,0.447508,0.442701,0.436422,0.431225,0.426697,0.422071,0.416600,0.412077,0.407933,0.402856,0.399047,0.394592,0.390017,0.386778,0.382935,0.379980,0.375537,0.372204,0.368364,0.363828,0.360772,0.356680,0.353271,0.348143,0.345848,0.342300,0.338622,0.336582,0.333770,0.330210,0.328446,0.323827,0.320023,0.317894,0.313822,0.311172,0.307766,0.301550,0.302084,0.299077,0.297412,0.296605,0.294078,0.294847,0.296586,0.292513,0.300931,0.298666,0.304783,0.313776,7.144937,7.231908,7.349031,7.449163,7.541599,7.597182,7.575449,7.485299,7.333863,7.168011,7.056557,7.003678,6.987709,6.988506,6.989441,6.993522,6.986369,6.972484,6.950090,6.924861,6.898182,6.866469,6.837866,6.804077,6.773943,6.736403,6.700709,6.659522,6.625030,6.593151,6.566858,6.548714,6.527011,6.512447,6.497564,6.480758,6.464594,6.450805,6.431706,6.414674,6.393687,6.377625,6.374372,6.355042,6.325862,6.303582,6.282689,6.260794,6.237510,6.218841,6.199298,6.185043,6.170228,6.154383,6.149583,6.143030,6.141666,6.133222,6.129490,6.123106,6.114275,6.103767,6.094625,6.082239,6.078088,6.073962,6.066916,6.059735,6.051934,6.040541,6.027461,6.017945,5.994522,5.971124,5.954834,5.937820,5.906861,5.866757,5.831605,5.796294,5.762059,5.728524,5.674129,5.610030,5.585426,25.166801,26.733754,0
20250723,18.185000,2025-07-23T18:11:26,44.032275,10.036429,0.000000,0.000000,26.114800,26.786900,0.545500,0.767137,0.765213,0.768486,0.750745,0.743167,0.728949,0.716925,0.697817,0.682963,0.667490,0.655743,0.637688,0.630201,0.620448,0.608515,0.600072,0.590619,0.581564,0.572023,0.562320,0.555428,0.545494,0.538180,0.530975,0.522187,0.515095,0.507892,0.500160,0.492768,0.486994,0.479053,0.472487,0.466844,0.459891,0.453927,0.447508,0.442701,0.436422,0.431225,0.426697,0.422071,0.416600,0.412077,0.407933,0.402856,0.399047,0.394592,0.390017,0.386778,0.382935,0.379980,0.375537,0.372204,0.368364,0.363828,0.360772,0.356680,0.353271,0.348143,0.345848,0.342300,0.338622,0.336582,0.333770,0.330210,0.328446,0.323827,0.320023,0.317894,0.313822,0.311172,0.307766,0.301550,0.302084,0.299077,0.297412,0.296605,0.294078,0.294847,0.296586,0.292513,0.300931,0.298666,0.304783,0.313776,7.144937,7.231908,7.349031,7.449163,7.541599,7.597182,7.575449,7.485299,7.333863,7.168011,7.056557,7.003678,6.987709,6.988506,6.989441,6.993522,6.986369,6.972484,6.950090,6.924861,6.898182,6.866469,6.837866,6.804077,6.773943,6.736403,6.700709,6.659522,6.625030,6.593151,6.566858,6.548714,6.527011,6.512447,6.497564,6.480758,6.464594,6.450805,6.431706,6.414674,6.393687,6.377625,6.374372,6.355042,6.325862,6.303582,6.282689,6.260794,6.237510,6.218841,6.199298,6.185043,6.170228,6.154383,6.149583,6.143030,6.141666,6.133222,6.129490,6.123106,6.114275,6.103767,6.094625,6.082239,6.078088,6.073962,6.066916,6.059735,6.051934,6.040541,6.027461,6.017945,5.994522,5.971124,5.954834,5.937820,5.906861,5.866757,5.831605,5.796294,5.762059,5.728524,5.674129,5.610030,5.585426,25.166801,26.733754,0
20250723,18.186111,2025-07-23T18:11:30,44.032275,10.036429,0.000000,0.000000,26.113900,26.787100,0.544800,0.765062,0.768317,0.755917,0.754477,0.742766,0.729168,0.713767,0.697963,0.684791,0.666582,0.652221,0.639712,0.630214,0.618187,0.610041,0.600022,0.590580,0.581212,0.572029,0.564019,0.554181,0.545666,0.538380,0.529408,0.522582,0.515316,0.507148,0.500338,0.493681,0.486579,0.479320,0.473701,0.466151,0.460013,0.453657,0.448295,0.442992,0.436168,0.432138,0.426782,0.422008,0.417705,0.411915,0.407964,0.403312,0.399079,0.394816,0.390049,0.386840,0.383151,0.380252,0.376294,0.372594,0.368423,0.364928,0.360771,0.356920,0.353632,0.348845,0.346513,0.342176,0.338947,0.337200,0.333982,0.331689,0.327953,0.324158,0.321229,0.318312,0.313189,0.311896,0.307256,0.304187,0.302432,0.297028,0.298137,0.297999,0.293587,0.298750,0.292354,0.295583,0.298987,0.302997,0.302132,0.309883,7.448372,7.509732,7.617818,7.742840,7.830814,7.886673,7.856324,7.755864,7.606130,7.436876,7.306416,7.246225,7.228553,7.230041,7.226769,7.228316,7.224227,7.205676,7.186576,7.159981,7.131043,7.103717,7.067104,7.033541,7.001942,6.961961,6.921334,6.880627,6.845140,6.812139,6.787650,6.765090,6.742597,6.725464,6.709973,6.693548,6.675638,6.655921,6.639973,6.618262,6.600021,6.582828,6.538209,6.514009,6.489281,6.464430,6.438718,6.419155,6.395869,6.372751,6.355745,6.337207,6.326518,6.308866,6.302045,6.297673,6.294412,6.289378,6.288110,6.277228,6.270055,6.257955,6.253206,6.232130,6.229360,6.227513,6.225396,6.215907,6.208645,6.196457,6.183868,6.173651,6.148337,6.134327,6.110421,6.097163,6.064140,6.033237,5.993526,5.955737,5.923128,5.888646,5.834322,5.785909,5.754014,25.158436,26.730637,0
20250723,18.186111,2025-07-23T18:11:30,44.032275,10.036429,0.000000,0.000000,26.113900,26.787100,0.544800,0.765062,0.768317,0.755917,0.754477,0.742766,0.729168,0.713767,0.697963,0.684791,0.666582,0.652221,0.639712,0.630214,0.618187,0.610041,0.600022,0.590580,0.581212,0.572029,0.564019,0.554181,0.545666,0.538380,0.529408,0.522582,0.515316,0.507148,0.500338,0.493681,0.486579,0.479320,0.473701,0.466151,0.460013,0.453657,0.448295,0.442992,0.436168,0.432138,0.426782,0.422008,0.417705,0.411915,0.407964,0.403312,0.399079,0.394816,0.390049,0.386840,0.383151,0.380252,0.376294,0.372594,0.368423,0.364928,0.360771,0.356920,0.353632,0.348845,0.346513,0.342176,0.338947,0.337200,0.333982,0.331689,0.327953,0.324158,0.321229,0.318312,0.313189,0.311896,0.307256,0.304187,0.302432,0.297028,0.298137,0.297999,0.293587,0.298750,0.292354,0.295583,0.298987,0.302997,0.302132,0.309883,7.448372,7.509732,7.617818,7.742840,7.830814,7.886673,7.856324,7.755864,7.606130,7.436876,7.306416,7.246225,7.228553,7.230041,7.226769,7.228316,7.224227,7.205676,7.186576,7.159981,7.131043,7.103717,7.067104,7.033541,7.001942,6.961961,6.921334,6.880627,6.845140,6.812139,6.787650,6.765090,6.742597,6.725464,6.709973,6.693548,6.675638,6.655921,6.639973,6.618262,6.600021,6.582828,6.538209,6.514009,6.489281,6.464430,6.438718,6.419155,6.395869,6.372751,6.355745,6.337207,6.326518,6.308866,6.302045,6.297673,6.294412,6.289378,6.288110,6.277228,6.270055,6.257955,6.253206,6.232130,6.229360,6.227513,6.225396,6.215907,6.208645,6.196457,6.183868,6.173651,6.148337,6.134327,6.110421,6.097163,6.064140,6.033237,5.993526,5.955737,5.923128,5.888646,5.834322,5.785909,5.754014,25.158436,26.730637,0
20250723,18.187222,2025-07-23T18:11:34,44.032274,10.036429,0.000000,0.000000,26.114000,26.786200,0.545300,0.762745,0.762116,0.763629,0.749646,0.741187,0.727760,0.713972,0.698184,0.682134,0.665904,0.653886,0.639330,0.627473,0.620387,0.608589,0.599866,0.590247,0.580566,0.571339,0.562131,0.554521,0.545665,0.537808,0.530181,0.522592,0.514701,0.507703,0.501108,0.492803,0.486487,0.479904,0.472241,0.467190,0.460257,0.453652,0.447737,0.442404,0.436588,0.432162,0.426566,0.422096,0.416943,0.412489,0.407640,0.403403,0.398948,0.394653,0.389823,0.386838,0.383492,0.380102,0.376232,0.372231,0.368930,0.364630,0.360709,0.356919,0.352907,0.349817,0.346047,0.342846,0.339845,0.336448,0.334510,0.331544,0.328105,0.324359,0.321196,0.317980,0.314645,0.310546,0.309042,0.303832,0.301954,0.299028,0.298175,0.296574,0.296611,0.294281,0.296035,0.295157,0.298845,0.300954,0.306946,0.311627,6.833716,6.903248,7.016423,7.122214,7.204269,7.255821,7.235676,7.148653,7.005061,6.851157,6.745608,6.699766,6.677750,6.677468,6.683101,6.685751,6.679481,6.670496,6.651203,6.624575,6.598403,6.573988,6.544254,6.519356,6.486198,6.453994,6.421851,6.382528,6.352904,6.326526,6.302133,6.285875,6.270879,6.257924,6.241629,6.230504,6.215942,6.201540,6.184826,6.172316,6.152197,6.140032,6.104678,6.089974,6.063653,6.044073,6.024062,6.003514,5.981498,5.962660,5.950368,5.933035,5.923050,5.906399,5.902753,5.900156,5.896005,5.892636,5.888649,5.882773,5.874742,5.868202,5.859764,5.843600,5.843623,5.838091,5.834084,5.823727,5.814018,5.804968,5.792458,5.786609,5.763447,5.739324,5.725115,5.703356,5.678884,5.639660,5.598579,5.568505,5.523751,5.488203,5.436165,5.387248,5.365311,25.143794,26.729078,0
20250723,18.187222,2025-07-23T18:11:34,44.032274,10.036429,0.000000,0.000000,26.114000,26.786200,0.545300,0.762745,0.762116,0.763629,0.749646,0.741187,0.727760,0.713972,0.698184,0.682134,0.665904,0.653886,0.639330,0.627473,0.620387,0.608589,0.599866,0.590247,0.580566,0.571339,0.562131,0.554521,0.545665,0.537808,0.530181,0.522592,0.514701,0.507703,0.501108,0.492803,0.486487,0.479904,0.472241,0.467190,0.460257,0.453652,0.447737,0.442404,0.436588,0.432162,0.426566,0.422096,0.416943,0.412489,0.407640,0.403403,0.398948,0.394653,0.389823,0.386838,0.383492,0.380102,0.376232,0.372231,0.368930,0.364630,0.360709,0.356919,0.352907,0.349817,0.346047,0.342846,0.339845,0.336448,0.334510,0.331544,0.328105,0.324359,0.321196,0.317980,0.314645,0.310546,0.309042,0.303832,0.301954,0.299028,0.298175,0.296574,0.296611,0.294281,0.296035,0.295157,0.298845,0.300954,0.306946,0.311627,6.833716,6.903248,7.016423,7.122214,7.204269,7.255821,7.235676,7.148653,7.005061,6.851157,6.745608,6.699766,6.677750,6.677468,6.683101,6.685751,6.679481,6.670496,6.651203,6.624575,6.598403,6.573988,6.544254,6.519356,6.486198,6.453994,6.421851,6.382528,6.352904,6.326526,6.302133,6.285875,6.270879,6.257924,6.241629,6.230504,6.215942,6.201540,6.184826,6.172316,6.152197,6.140032,6.104678,6.089974,6.063653,6.044073,6.024062,6.003514,5.981498,5.962660,5.950368,5.933035,5.923050,5.906399,5.902753,5.900156,5.896005,5.892636,5.888649,5.882773,5.874742,5.868202,5.859764,5.843600,5.843623,5.838091,5.834084,5.823727,5.814018,5.804968,5.792458,5.786609,5.763447,5.739324,5.725115,5.703356,5.678884,5.639660,5.598579,5.568505,5.523751,5.488203,5.436165,5.387248,5.365311,25.143794,26.729078,0
20250723,18.188333,2025-07-23T18:11:38,44.032274,10.036429,0.000000,0.000000,26.114000,26.786400,0.545400,0.758702,0.764795,0.766186,0.747959,0.742577,0.728745,0.715875,0.696599,0.682310,0.667015,0.654491,0.637641,0.629617,0.620263,0.608806,0.599898,0.590616,0.581524,0.571011,0.562639,0.555225,0.545841,0.538174,0.530372,0.521968,0.515267,0.508034,0.500495,0.492559,0.487334,0.479343,0.473096,0.467129,0.460213,0.454270,0.448311,0.443007,0.436266,0.432023,0.426811,0.421194,0.416563,0.412070,0.408155,0.403368,0.398947,0.394812,0.390397,0.386300,0.383304,0.380315,0.376261,0.372411,0.368391,0.364538,0.360887,0.356856,0.353961,0.349546,0.345294,0.342620,0.338923,0.336618,0.334371,0.330810,0.327873,0.324027,0.320755,0.318806,0.314157,0.311688,0.307434,0.303575,0.301906,0.300255,0.297087,0.297048,0.295042,0.296495,0.296078,0.294901,0.295522,0.302605,0.300513,0.309009,7.201100,7.259862,7.354346,7.462195,7.552472,7.610877,7.591589,7.490705,7.337284,7.172940,7.060168,6.999260,6.983143,6.985316,6.985411,6.987303,6.976762,6.963108,6.943792,6.913262,6.884963,6.859519,6.824377,6.797013,6.761311,6.724308,6.688418,6.646677,6.614104,6.579992,6.553321,6.536111,6.516971,6.501442,6.486722,6.474203,6.456081,6.440874,6.424426,6.406474,6.388206,6.370365,6.376301,6.356190,6.329966,6.309362,6.289331,6.267306,6.247206,6.224941,6.205969,6.193468,6.180321,6.165127,6.161136,6.161040,6.153334,6.150149,6.144421,6.137198,6.127468,6.117529,6.111016,6.092470,6.090397,6.089587,6.086195,6.071446,6.063386,6.055373,6.034940,6.030023,6.002739,5.984890,5.970150,5.944992,5.911243,5.871906,5.845831,5.805295,5.782931,5.729371,5.673096,5.620562,5.572874,25.137518,26.722843,0
20250723,18.188333,2025-07-23T18:11:38,44.032274,10.036429,0.000000,0.000000,26.114000,26.786400,0.545400,0.758702,0.764795,0.766186,0.747959,0.742577,0.728745,0.715875,0.696599,0.682310,0.667015,0.654491,0.637641,0.629617,0.620263,0.608806,0.599898,0.590616,0.581524,0.571011,0.562639,0.555225,0.545841,0.538174,0.530372,0.521968,0.515267,0.508034,0.500495,0.492559,0.487334,0.479343,0.473096,0.467129,0.460213,0.454270,0.448311,0.443007,0.436266,0.432023,0.426811,0.421194,0.416563,0.412070,0.408155,0.403368,0.398947,0.394812,0.390397,0.386300,0.383304,0.380315,0.376261,0.372411,0.368391,0.364538,0.360887,0.356856,0.353961,0.349546,0.345294,0.342620,0.338923,0.336618,0.334371,0.330810,0.327873,0.324027,0.320755,0.318806,0.314157,0.311688,0.307434,0.303575,0.301906,0.300255,0.297087,0.297048,0.295042,0.296495,0.296078,0.294901,0.295522,0.302605,0.300513,0.309009,7.201100,7.259862,7.354346,7.462195,7.552472,7.610877,7.591589,7.490705,7.337284,7.172940,7.060168,6.999260,6.983143,6.985316,6.985411,6.987303,6.976762,6.963108,6.943792,6.913262,6.884963,6.859519,6.824377,6.797013,6.761311,6.724308,6.688418,6.646677,6.614104,6.579992,6.553321,6.536111,6.516971,6.501442,6.486722,6.474203,6.456081,6.440874,6.424426,6.406474,6.388206,6.370365,6.376301,6.356190,6.329966,6.309362,6.289331,6.267306,6.247206,6.224941,6.205969,6.193468,6.180321,6.165127,6.161136,6.161040,6.153334,6.150149,6.144421,6.137198,6.127468,6.117529,6.111016,6.092470,6.090397,6.089587,6.086195,6.071446,6.063386,6.055373,6.034940,6.030023,6.002739,5.984890,5.970150,5.944992,5.911243,5.871906,5.845831,5.805295,5.782931,5.729371,5.673096,5.620562,5.572874,25.137518,26.722843,0
20250723,18.189444,2025-07-23T18:11:42,44.032274,10.036429,0.000000,0.000000,26.114300,26.785900,0.544900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
